date;first_name;gender;product_name;category;price;quantity;revenue;customer_country;platform;marketing_channel;nps_score
5/27/2025;Neddie;Male;Content Calendar Pro;Subscription;115;5;575;China;Shopify;Paid Ads;4
05/07/2025;Hanan;Bigender;Masterclass: Digital Marketing;Course;93;1;93;United States;Shopify;Email;9
10/21/2024;Vanni;Female;Masterclass: Digital Marketing;Coaching Program;30;4;120;Colombia;ClickFunnels;Paid Ads;3
6/22/2025;Katharina;Non-binary;AI Course for Beginners;Subscription;92;3;276;Afghanistan;Shopify;Affiliate;3
5/23/2025;Turner;Male;Notion Second Brain;Coaching Program;121;5;605;Argentina;ClickFunnels;Paid Ads;4
12/24/2024;Alyse;Female;Masterclass: Digital Marketing;Template;61;4;244;Portugal;Shopify;Email;4
1/23/2025;Willamina;Female;Financial Tracker;Template;139;5;695;Japan;Direct;Organic Search;10
11/13/2024;Kim;Female;Content Calendar Pro;E-book;57;5;285;China;Gumroad;Instagram;8
10/04/2024;Candide;Female;Financial Tracker;Subscription;132;3;396;Mozambique;Kajabi;Paid Ads;5
5/31/2025;Sallee;Genderqueer;Content Calendar Pro;Coaching Program;130;4;520;Mexico;Teachable;YouTube;9
02/02/2025;Base;Male;Productivity Booster Pack;Coaching Program;61;1;61;France;Kajabi;Organic Search;2
07/01/2024;Caro;Female;Productivity Booster Pack;Webinar;26;4;104;Costa Rica;Gumroad;Email;7
5/17/2025;Ted;Male;Masterclass: Digital Marketing;Subscription;32;4;128;China;Kajabi;Paid Ads;9
05/10/2025;Shaylah;Female;AI Course for Beginners;Coaching Program;36;5;180;China;Teachable;Instagram;2
06/05/2025;Arne;Male;Project Management Toolkit;Template;58;5;290;Japan;Teachable;Affiliate;10
12/31/2024;Jamie;Male;Project Management Toolkit;Template;54;2;108;Ireland;Shopify;Organic Search;10
10/06/2024;Rance;Male;Masterclass: Digital Marketing;E-book;65;2;130;Brazil;Kajabi;Instagram;0
2/21/2025;Hamel;Male;Masterclass: Digital Marketing;Subscription;100;3;300;Poland;Teachable;Paid Ads;5
2/26/2025;Beale;Genderfluid;Habit Tracker for Creators;Webinar;75;5;375;Peru;Direct;Email;2
7/26/2024;Norah;Female;AI Course for Beginners;Webinar;56;5;280;Lithuania;ClickFunnels;Organic Search;1
03/08/2025;Selig;Male;Masterclass: Digital Marketing;Coaching Program;140;2;280;Pakistan;ClickFunnels;YouTube;1
11/25/2024;Evin;Male;Project Management Toolkit;Course;121;2;242;Brazil;ClickFunnels;Affiliate;3
5/30/2025;Cornall;Male;Project Management Toolkit;Subscription;31;1;31;Poland;Kajabi;Email;9
2/21/2025;Maurie;Male;Productivity Booster Pack;Template;59;3;177;Trinidad and Tobago;ClickFunnels;Instagram;1
08/01/2024;Maryanna;Female;AI Course for Beginners;Course;136;1;136;Finland;Teachable;Facebook Ads;6
2/22/2025;Grata;Female;Notion Second Brain;Course;136;1;136;China;Shopify;Facebook Ads;3
02/09/2025;Chelsea;Bigender;Financial Tracker;Template;58;4;232;Brazil;Shopify;Facebook Ads;2
7/17/2024;Myrle;Bigender;Webinar: Launch Your First Course;Template;135;3;405;Poland;Direct;Paid Ads;3
04/10/2025;Tuck;Bigender;Financial Tracker;Webinar;49;2;98;China;Teachable;Affiliate;6
12/10/2024;Alan;Male;Project Management Toolkit;E-book;107;3;321;Indonesia;Kajabi;Instagram;2
11/23/2024;Joelynn;Female;Productivity Booster Pack;Webinar;74;3;222;China;Direct;Organic Search;10
8/27/2024;Goraud;Male;Notion Second Brain;Coaching Program;57;5;285;China;Direct;Affiliate;5
06/03/2025;Clarice;Female;AI Course for Beginners;Template;88;2;176;South Korea;Gumroad;Facebook Ads;4
4/19/2025;Oralle;Female;Notion Second Brain;Webinar;72;1;72;China;Shopify;Paid Ads;2
12/03/2024;Ian;Male;Content Calendar Pro;Course;130;1;130;China;Direct;Paid Ads;9
10/05/2024;Kimble;Male;Webinar: Launch Your First Course;Webinar;104;4;416;Japan;Gumroad;Facebook Ads;6
1/19/2025;Dunc;Male;Project Management Toolkit;Template;65;3;195;Egypt;Gumroad;Email;7
10/31/2024;Storm;Female;Productivity Booster Pack;Course;104;4;416;Indonesia;Gumroad;Facebook Ads;10
01/10/2025;Elvyn;Male;Productivity Booster Pack;Subscription;101;1;101;Nigeria;ClickFunnels;Email;3
08/06/2024;Matthew;Male;Notion Second Brain;Webinar;62;4;248;Canada;Kajabi;Paid Ads;1
7/23/2024;Eberhard;Male;Project Management Toolkit;Webinar;59;1;59;Philippines;Direct;TikTok;8
4/13/2025;Goldina;Female;Habit Tracker for Creators;E-book;88;4;352;Brazil;Teachable;Organic Search;3
10/06/2024;Rockie;Polygender;Financial Tracker;Coaching Program;80;4;320;Indonesia;Shopify;Facebook Ads;10
1/31/2025;Hamlin;Male;Habit Tracker for Creators;Coaching Program;70;4;280;Saudi Arabia;Kajabi;Facebook Ads;7
03/09/2025;Lainey;Female;Financial Tracker;Template;129;2;258;Moldova;Shopify;Email;7
09/03/2024;Anica;Female;AI Course for Beginners;Webinar;113;4;452;Brazil;ClickFunnels;Facebook Ads;8
08/10/2024;Whit;Male;Habit Tracker for Creators;Coaching Program;124;4;496;United States;Shopify;Email;2
3/17/2025;Cathrin;Female;Notion Second Brain;Subscription;34;5;170;Ethiopia;Direct;Paid Ads;9
6/14/2025;Boniface;Non-binary;Content Calendar Pro;E-book;58;2;116;China;Teachable;Facebook Ads;7
06/02/2025;Edy;Female;Ultimate Planner Hub;Course;20;2;40;Serbia;Kajabi;Facebook Ads;1
09/09/2024;Lurline;Female;Financial Tracker;Webinar;58;3;174;Afghanistan;Teachable;Affiliate;4
10/10/2024;Harriot;Female;Ultimate Planner Hub;Webinar;103;5;515;Japan;ClickFunnels;Paid Ads;1
5/31/2025;Bartolemo;Male;Content Calendar Pro;Webinar;64;1;64;Azerbaijan;Direct;Instagram;8
1/20/2025;Elwira;Female;Habit Tracker for Creators;Template;77;3;231;Armenia;Gumroad;Affiliate;2
6/27/2024;Shawn;Genderqueer;Content Calendar Pro;Template;65;1;65;China;ClickFunnels;YouTube;8
5/23/2025;Crista;Female;Ultimate Planner Hub;Coaching Program;96;2;192;Argentina;ClickFunnels;Paid Ads;5
08/08/2024;Muriel;Female;Financial Tracker;E-book;148;2;296;Indonesia;Kajabi;Paid Ads;4
8/26/2024;Joanie;Female;Project Management Toolkit;Course;57;2;114;South Africa;Shopify;TikTok;9
02/10/2025;Bryce;Male;Masterclass: Digital Marketing;Subscription;66;1;66;Russia;ClickFunnels;Paid Ads;8
02/02/2025;Gael;Male;Notion Second Brain;Subscription;143;4;572;North Korea;Shopify;Instagram;6
7/26/2024;Lucio;Male;Habit Tracker for Creators;Course;92;2;184;Canada;Gumroad;Facebook Ads;1
6/22/2025;Skipper;Male;Masterclass: Digital Marketing;Course;83;2;166;Burkina Faso;Gumroad;Organic Search;1
04/01/2025;Ernesto;Male;Habit Tracker for Creators;Coaching Program;127;2;254;Indonesia;Gumroad;Affiliate;6
6/29/2024;Mitchael;Male;Productivity Booster Pack;Course;119;3;357;Portugal;ClickFunnels;TikTok;5
7/21/2024;Ileane;Female;Productivity Booster Pack;Subscription;51;5;255;Russia;Gumroad;TikTok;6
02/01/2025;Andree;Female;Project Management Toolkit;Course;112;5;560;Serbia;ClickFunnels;Affiliate;10
12/21/2024;Jannelle;Female;Webinar: Launch Your First Course;Coaching Program;58;1;58;Serbia;Shopify;YouTube;2
1/29/2025;Lyndsie;Female;Content Calendar Pro;Template;21;1;21;China;Gumroad;Paid Ads;9
6/24/2025;Hillyer;Male;Content Calendar Pro;Course;94;3;282;China;Teachable;Paid Ads;9
5/27/2025;Kassandra;Female;Productivity Booster Pack;E-book;53;2;106;Uruguay;Teachable;Affiliate;8
10/28/2024;Imelda;Female;Ultimate Planner Hub;Webinar;92;4;368;China;ClickFunnels;Organic Search;5
10/25/2024;Kurtis;Male;Ultimate Planner Hub;E-book;76;3;228;Uruguay;Gumroad;Instagram;7
5/26/2025;Dacia;Female;Content Calendar Pro;Webinar;102;3;306;Poland;Kajabi;Affiliate;9
4/18/2025;Dulcea;Female;Financial Tracker;Webinar;109;4;436;South Africa;Shopify;Instagram;3
3/31/2025;Celestine;Female;Ultimate Planner Hub;Course;106;2;212;China;Shopify;Email;4
11/21/2024;Barty;Bigender;Content Calendar Pro;Subscription;129;2;258;China;Teachable;Affiliate;6
12/15/2024;Cristobal;Male;Productivity Booster Pack;Webinar;53;3;159;Poland;Teachable;TikTok;6
05/12/2025;Trina;Female;Masterclass: Digital Marketing;Template;124;4;496;China;Gumroad;TikTok;5
06/11/2025;Dasie;Female;AI Course for Beginners;E-book;58;3;174;Norway;Gumroad;Paid Ads;8
08/10/2024;Curran;Male;Notion Second Brain;Webinar;70;4;280;Croatia;Kajabi;TikTok;10
10/08/2024;Mechelle;Female;Project Management Toolkit;Coaching Program;118;5;590;Peru;Teachable;YouTube;0
12/07/2024;Anna-diana;Female;Financial Tracker;Subscription;114;3;342;Bosnia and Herzegovina;Kajabi;Affiliate;0
11/30/2024;Bernadine;Genderfluid;AI Course for Beginners;Template;97;4;388;Russia;Shopify;Instagram;9
08/09/2024;Homere;Male;Habit Tracker for Creators;E-book;30;5;150;Libya;Shopify;YouTube;10
08/05/2024;Reidar;Male;Content Calendar Pro;Course;104;2;208;Portugal;Gumroad;Facebook Ads;7
11/17/2024;Jerad;Male;Habit Tracker for Creators;Template;82;5;410;China;ClickFunnels;Email;2
2/24/2025;Corly;Female;Habit Tracker for Creators;Template;147;4;588;Tunisia;Shopify;TikTok;9
06/04/2025;Fan;Female;Project Management Toolkit;E-book;113;2;226;Antigua and Barbuda;Gumroad;Facebook Ads;8
09/01/2024;Elaine;Female;Productivity Booster Pack;Template;40;5;200;Brazil;Shopify;Instagram;1
01/08/2025;Guillaume;Male;Notion Second Brain;Coaching Program;122;2;244;Netherlands;Teachable;Facebook Ads;3
3/29/2025;Benedetto;Male;Productivity Booster Pack;Coaching Program;67;2;134;Uzbekistan;Gumroad;TikTok;7
2/19/2025;Ricardo;Male;AI Course for Beginners;E-book;58;1;58;Brazil;ClickFunnels;Paid Ads;2
7/16/2024;Tannie;Male;Habit Tracker for Creators;Subscription;79;5;395;Philippines;Gumroad;Paid Ads;4
09/04/2024;Venus;Female;Content Calendar Pro;E-book;97;5;485;China;Teachable;Email;6
11/11/2024;Arlen;Female;Ultimate Planner Hub;E-book;93;1;93;China;Teachable;Email;0
10/21/2024;Vinni;Female;Habit Tracker for Creators;Template;131;5;655;Philippines;Teachable;Email;3
1/23/2025;Dalis;Male;Webinar: Launch Your First Course;E-book;80;4;320;Nigeria;Gumroad;TikTok;7
8/20/2024;Cthrine;Female;Content Calendar Pro;Course;106;3;318;Greece;Shopify;Paid Ads;5
11/15/2024;Currie;Male;Financial Tracker;Subscription;139;2;278;China;ClickFunnels;Facebook Ads;4
01/12/2025;Tommy;Male;Notion Second Brain;Template;30;1;30;Poland;Gumroad;TikTok;2
4/15/2025;Any;Male;Financial Tracker;Coaching Program;107;4;428;China;Kajabi;TikTok;6
10/29/2024;Guendolen;Female;Habit Tracker for Creators;E-book;71;5;355;Nigeria;Teachable;Affiliate;3
04/12/2025;Shandie;Female;Webinar: Launch Your First Course;Coaching Program;90;3;270;France;Kajabi;Facebook Ads;0
10/11/2024;Andros;Male;Project Management Toolkit;Webinar;62;4;248;Slovenia;Teachable;Email;0
11/15/2024;Judie;Polygender;Productivity Booster Pack;E-book;34;1;34;Palestinian Territory;Teachable;Organic Search;8
4/28/2025;Paulie;Male;Ultimate Planner Hub;Subscription;53;5;265;Brazil;Direct;Paid Ads;7
10/27/2024;Carny;Male;Content Calendar Pro;Course;36;4;144;Brazil;Teachable;Email;9
9/23/2024;Elana;Female;Webinar: Launch Your First Course;Webinar;84;1;84;China;Direct;TikTok;1
7/15/2024;Garwin;Genderqueer;Content Calendar Pro;Webinar;133;3;399;China;ClickFunnels;Instagram;6
08/07/2024;Donavon;Male;Content Calendar Pro;Coaching Program;64;5;320;China;ClickFunnels;Organic Search;2
6/13/2025;Morgan;Female;Productivity Booster Pack;Course;104;5;520;Armenia;Direct;Paid Ads;1
12/30/2024;Humfrid;Male;Notion Second Brain;Coaching Program;41;5;205;Afghanistan;Shopify;Paid Ads;8
05/07/2025;Cari;Female;Content Calendar Pro;Course;55;3;165;Poland;ClickFunnels;Organic Search;2
7/15/2024;Byrann;Agender;Content Calendar Pro;Template;89;4;356;China;Shopify;TikTok;3
3/18/2025;Birk;Male;Financial Tracker;Course;21;5;105;Indonesia;ClickFunnels;Email;8
4/18/2025;Bryanty;Male;Masterclass: Digital Marketing;Template;95;4;380;Mexico;Direct;Instagram;3
02/09/2025;Chicky;Male;Ultimate Planner Hub;Subscription;61;3;183;Western Sahara;Kajabi;TikTok;7
7/20/2024;Terrell;Male;Webinar: Launch Your First Course;Course;36;3;108;Bulgaria;ClickFunnels;TikTok;1
05/02/2025;Sherman;Male;Masterclass: Digital Marketing;Subscription;27;1;27;China;Direct;Facebook Ads;9
5/20/2025;Nial;Male;Habit Tracker for Creators;Course;60;5;300;Brazil;Shopify;Affiliate;7
10/02/2024;Ivett;Female;Notion Second Brain;Coaching Program;146;2;292;Pakistan;Gumroad;Organic Search;6
07/10/2024;Lulu;Female;Ultimate Planner Hub;Webinar;62;4;248;Iraq;Direct;Facebook Ads;8
11/03/2024;Zane;Male;Financial Tracker;Template;25;2;50;Indonesia;ClickFunnels;Email;2
4/30/2025;Mitzi;Female;Productivity Booster Pack;E-book;124;5;620;Canada;Gumroad;Instagram;0
10/30/2024;Elwyn;Male;Habit Tracker for Creators;Coaching Program;55;1;55;China;Teachable;Organic Search;4
9/26/2024;Geordie;Male;Notion Second Brain;Course;111;3;333;China;Teachable;Email;3
11/11/2024;Crichton;Male;Webinar: Launch Your First Course;E-book;59;3;177;Brazil;Shopify;TikTok;8
4/15/2025;Tome;Male;Content Calendar Pro;Template;70;3;210;Peru;Shopify;TikTok;3
10/16/2024;Gweneth;Female;Project Management Toolkit;Webinar;137;3;411;China;Shopify;YouTube;7
12/18/2024;Hymie;Male;Habit Tracker for Creators;Course;69;2;138;Colombia;ClickFunnels;Organic Search;10
4/22/2025;Jilli;Female;Webinar: Launch Your First Course;Template;136;3;408;Russia;Teachable;TikTok;3
03/01/2025;Tony;Female;Habit Tracker for Creators;Webinar;94;2;188;Cameroon;Teachable;YouTube;3
08/10/2024;Toddy;Male;Notion Second Brain;Template;38;1;38;China;Kajabi;Affiliate;0
10/10/2024;Juliet;Agender;Webinar: Launch Your First Course;Subscription;59;3;177;China;Direct;Email;8
08/10/2024;Terese;Bigender;Notion Second Brain;Template;123;4;492;Poland;Teachable;Affiliate;5
5/31/2025;Koren;Female;Productivity Booster Pack;Course;76;4;304;Argentina;Kajabi;Email;7
9/27/2024;Ogdon;Male;Habit Tracker for Creators;Webinar;37;4;148;Vietnam;Direct;Instagram;8
10/05/2024;Kendre;Female;Notion Second Brain;Coaching Program;61;3;183;China;Gumroad;Paid Ads;10
8/31/2024;Perla;Polygender;Webinar: Launch Your First Course;Subscription;123;3;369;Ecuador;ClickFunnels;Email;7
04/10/2025;Leonie;Female;AI Course for Beginners;Course;51;2;102;Guatemala;Kajabi;Paid Ads;0
2/23/2025;Hayes;Male;Masterclass: Digital Marketing;E-book;75;1;75;Philippines;Kajabi;Paid Ads;7
06/06/2025;Dode;Female;Financial Tracker;Course;78;5;390;Indonesia;Gumroad;Affiliate;2
12/21/2024;Eldridge;Male;Project Management Toolkit;Coaching Program;128;1;128;Saint Kitts and Nevis;Gumroad;Affiliate;7
11/30/2024;Doralin;Female;Project Management Toolkit;Subscription;117;1;117;United States;Kajabi;Paid Ads;3
10/27/2024;Tommy;Male;Financial Tracker;E-book;123;1;123;Colombia;Direct;Instagram;9
03/05/2025;Quinn;Female;Project Management Toolkit;Webinar;129;3;387;Indonesia;Shopify;YouTube;8
6/19/2025;Findlay;Male;Ultimate Planner Hub;Template;143;3;429;Mexico;Shopify;TikTok;2
2/22/2025;Lowell;Male;Habit Tracker for Creators;Template;106;5;530;El Salvador;Gumroad;Facebook Ads;6
8/31/2024;Gary;Male;Webinar: Launch Your First Course;Course;129;3;387;Sweden;Kajabi;TikTok;1
2/18/2025;Ewart;Male;Habit Tracker for Creators;Course;142;5;710;China;Kajabi;Email;4
10/16/2024;Hilliard;Male;Masterclass: Digital Marketing;Subscription;144;5;720;Japan;Kajabi;Paid Ads;0
11/22/2024;Kerk;Male;Content Calendar Pro;E-book;84;4;336;China;Direct;Facebook Ads;2
8/21/2024;Sherrie;Female;Webinar: Launch Your First Course;E-book;105;5;525;Philippines;Direct;Paid Ads;0
11/30/2024;Elsie;Female;Notion Second Brain;Template;84;1;84;Poland;Gumroad;TikTok;7
12/06/2024;Meghann;Female;Content Calendar Pro;Coaching Program;128;1;128;Slovenia;Direct;Facebook Ads;8
7/18/2024;Sybille;Female;AI Course for Beginners;Template;91;5;455;Indonesia;Direct;Affiliate;9
12/02/2024;Talyah;Female;Project Management Toolkit;E-book;116;4;464;Canada;Gumroad;Organic Search;2
05/03/2025;Niccolo;Male;Masterclass: Digital Marketing;Coaching Program;86;2;172;Indonesia;ClickFunnels;YouTube;0
11/06/2024;Hansiain;Male;Project Management Toolkit;Subscription;148;4;592;Brazil;ClickFunnels;YouTube;3
3/13/2025;Lorette;Female;Notion Second Brain;Subscription;90;4;360;Slovenia;Teachable;TikTok;6
4/30/2025;Hurlee;Male;Financial Tracker;E-book;28;2;56;China;Kajabi;Instagram;9
11/02/2024;Gloria;Polygender;Project Management Toolkit;Webinar;65;5;325;Cambodia;Shopify;Paid Ads;6
07/05/2024;Farrel;Male;Habit Tracker for Creators;Coaching Program;77;3;231;Portugal;Kajabi;Paid Ads;2
02/12/2025;Tedda;Female;Ultimate Planner Hub;Course;39;2;78;Indonesia;Teachable;Instagram;5
03/04/2025;Darell;Female;AI Course for Beginners;Course;90;3;270;Indonesia;Teachable;Organic Search;0
12/07/2024;Hamel;Male;Content Calendar Pro;Course;86;3;258;Honduras;Kajabi;TikTok;4
07/04/2024;Sapphire;Female;Productivity Booster Pack;Coaching Program;146;3;438;Poland;Shopify;Paid Ads;8
12/28/2024;Caro;Female;Project Management Toolkit;Coaching Program;132;3;396;Yemen;Teachable;YouTube;3
3/16/2025;Stepha;Female;Masterclass: Digital Marketing;E-book;78;5;390;China;Direct;Organic Search;7
04/01/2025;Clarie;Female;Masterclass: Digital Marketing;Subscription;124;2;248;Colombia;Teachable;Organic Search;5
1/24/2025;Marguerite;Female;Financial Tracker;Course;105;3;315;Philippines;Gumroad;Email;5
01/04/2025;Sally;Non-binary;Financial Tracker;Webinar;108;5;540;Mauritius;Shopify;Facebook Ads;8
06/01/2025;Torey;Male;AI Course for Beginners;Subscription;59;3;177;Russia;Shopify;Affiliate;0
4/25/2025;Hildegaard;Female;Webinar: Launch Your First Course;Coaching Program;74;3;222;Indonesia;Teachable;Email;4
6/24/2025;Roxane;Female;Webinar: Launch Your First Course;E-book;60;2;120;Honduras;Direct;Facebook Ads;10
7/30/2024;Sherlock;Male;Masterclass: Digital Marketing;Webinar;56;3;168;Mongolia;Teachable;Organic Search;4
05/04/2025;Araldo;Genderqueer;Financial Tracker;Webinar;40;5;200;China;Teachable;YouTube;0
8/29/2024;Damara;Female;Project Management Toolkit;Template;125;5;625;Poland;Direct;Facebook Ads;9
1/18/2025;Berti;Genderqueer;Content Calendar Pro;Course;111;4;444;Tunisia;Shopify;Organic Search;5
7/23/2024;Terrel;Male;Notion Second Brain;Subscription;40;5;200;Laos;ClickFunnels;Organic Search;0
10/03/2024;Berri;Female;Webinar: Launch Your First Course;Coaching Program;29;1;29;Philippines;Direct;Facebook Ads;2
1/13/2025;Annie;Female;Project Management Toolkit;Course;50;1;50;Bolivia;Gumroad;TikTok;6
12/08/2024;Kerk;Male;Masterclass: Digital Marketing;Webinar;108;4;432;Pakistan;Teachable;Affiliate;4
9/20/2024;Benito;Male;Notion Second Brain;Coaching Program;59;4;236;Russia;Gumroad;Paid Ads;0
08/07/2024;Dorri;Genderfluid;Productivity Booster Pack;Course;149;3;447;Peru;Shopify;Organic Search;7
02/10/2025;Craggie;Male;AI Course for Beginners;Webinar;99;3;297;Bhutan;Kajabi;TikTok;10
03/04/2025;Corinne;Female;Content Calendar Pro;Webinar;131;2;262;Brazil;Teachable;Affiliate;7
4/26/2025;Tobe;Male;Masterclass: Digital Marketing;E-book;89;3;267;China;ClickFunnels;Facebook Ads;1
06/03/2025;Daria;Female;AI Course for Beginners;Coaching Program;76;1;76;China;Kajabi;Affiliate;6
02/04/2025;Olenolin;Male;Habit Tracker for Creators;Subscription;23;4;92;China;Teachable;Paid Ads;2
3/18/2025;Dorene;Female;Webinar: Launch Your First Course;Subscription;101;3;303;Czech Republic;Shopify;TikTok;8
12/08/2024;Reuven;Male;Habit Tracker for Creators;Coaching Program;53;4;212;Croatia;Kajabi;YouTube;10
8/27/2024;Bernard;Male;AI Course for Beginners;Webinar;60;4;240;Armenia;ClickFunnels;YouTube;1
03/09/2025;Georgeta;Female;Masterclass: Digital Marketing;Coaching Program;82;2;164;Venezuela;Gumroad;YouTube;8
5/25/2025;Sigmund;Male;Productivity Booster Pack;Coaching Program;35;5;175;China;Kajabi;Email;0
01/03/2025;Trefor;Male;Financial Tracker;Webinar;85;2;170;Brazil;Shopify;Facebook Ads;8
09/03/2024;Amy;Female;Notion Second Brain;Coaching Program;109;3;327;China;ClickFunnels;Organic Search;10
7/29/2024;Robinett;Female;Masterclass: Digital Marketing;Course;77;2;154;Pakistan;Teachable;Email;0
12/06/2024;Carilyn;Female;Notion Second Brain;Coaching Program;48;1;48;Greece;Teachable;TikTok;7
04/05/2025;Worden;Male;Notion Second Brain;Subscription;93;3;279;Indonesia;Teachable;Organic Search;7
09/03/2024;Hall;Male;Notion Second Brain;Webinar;121;5;605;Philippines;Kajabi;Email;6
04/08/2025;Ephrayim;Male;Content Calendar Pro;Webinar;133;4;532;China;Shopify;Instagram;2
10/07/2024;Helsa;Female;Webinar: Launch Your First Course;Subscription;25;4;100;Thailand;Shopify;Facebook Ads;2
04/12/2025;Kacey;Female;Ultimate Planner Hub;Webinar;143;3;429;Argentina;Shopify;Paid Ads;9
7/14/2024;Tori;Female;Content Calendar Pro;Course;86;2;172;France;Teachable;Facebook Ads;10
7/26/2024;Harrietta;Female;AI Course for Beginners;E-book;63;1;63;Indonesia;Kajabi;YouTube;2
12/29/2024;Eberhard;Male;Habit Tracker for Creators;E-book;89;2;178;Japan;Direct;Facebook Ads;4
11/21/2024;Toddy;Male;Webinar: Launch Your First Course;Course;64;3;192;United States;Direct;Facebook Ads;5
09/11/2024;Katie;Female;Masterclass: Digital Marketing;Course;19;1;19;Nigeria;Teachable;Organic Search;7
7/13/2024;Laird;Polygender;AI Course for Beginners;E-book;135;5;675;China;Gumroad;Affiliate;1
07/06/2024;Joice;Female;Masterclass: Digital Marketing;Course;48;4;192;Brazil;Direct;Affiliate;7
09/12/2024;Joelie;Female;Notion Second Brain;Coaching Program;79;4;316;Netherlands;Gumroad;Organic Search;7
09/08/2024;Herold;Male;Masterclass: Digital Marketing;Template;111;5;555;United States;Teachable;Facebook Ads;9
11/02/2024;Maire;Female;Webinar: Launch Your First Course;E-book;28;2;56;United States;Direct;Email;7
7/23/2024;Laurella;Female;Habit Tracker for Creators;Webinar;98;2;196;Philippines;Kajabi;TikTok;5
6/14/2025;Charin;Female;AI Course for Beginners;Subscription;76;1;76;Indonesia;Teachable;Instagram;2
10/18/2024;Cyrille;Male;Webinar: Launch Your First Course;Template;33;5;165;Uganda;Gumroad;YouTube;6
07/08/2024;Jonathon;Male;Productivity Booster Pack;Subscription;124;3;372;United States;ClickFunnels;Affiliate;5
12/20/2024;Philbert;Male;Webinar: Launch Your First Course;Course;128;4;512;Pakistan;Direct;YouTube;4
3/15/2025;Kelly;Male;AI Course for Beginners;Template;113;2;226;Russia;Shopify;Organic Search;6
02/07/2025;Maryl;Female;Financial Tracker;Webinar;86;3;258;Greece;Shopify;TikTok;3
04/09/2025;Myrna;Non-binary;Content Calendar Pro;Template;125;1;125;Russia;Shopify;Facebook Ads;1
06/06/2025;Lawton;Male;Masterclass: Digital Marketing;Template;106;2;212;El Salvador;ClickFunnels;YouTube;7
4/29/2025;Georgianna;Polygender;Webinar: Launch Your First Course;E-book;93;3;279;Russia;ClickFunnels;Email;8
09/07/2024;Dale;Female;Productivity Booster Pack;Template;46;1;46;Bulgaria;Direct;TikTok;6
11/02/2024;Wenona;Female;Ultimate Planner Hub;Course;91;5;455;Russia;Shopify;Organic Search;5
11/20/2024;Stanly;Male;Habit Tracker for Creators;Coaching Program;46;2;92;Montenegro;ClickFunnels;YouTube;4
05/02/2025;Hilton;Male;Habit Tracker for Creators;Webinar;79;5;395;Russia;Teachable;Instagram;1
10/16/2024;Sibelle;Female;Habit Tracker for Creators;Course;96;3;288;Indonesia;Gumroad;Email;6
5/26/2025;Dilly;Genderfluid;Ultimate Planner Hub;Course;146;3;438;Philippines;ClickFunnels;Affiliate;0
08/05/2024;Anthia;Female;AI Course for Beginners;Coaching Program;101;2;202;Indonesia;Gumroad;TikTok;9
07/07/2024;Simonette;Female;Masterclass: Digital Marketing;Subscription;103;3;309;Myanmar;ClickFunnels;Affiliate;10
12/15/2024;Anton;Male;Masterclass: Digital Marketing;E-book;141;3;423;Finland;Teachable;Organic Search;6
4/16/2025;Erny;Male;Financial Tracker;Subscription;90;1;90;Indonesia;Gumroad;YouTube;8
06/07/2025;Hildegarde;Female;Content Calendar Pro;Template;128;4;512;Russia;Shopify;Affiliate;7
5/22/2025;Payton;Male;Financial Tracker;Template;79;3;237;Indonesia;Shopify;YouTube;4
2/26/2025;Dewitt;Male;Project Management Toolkit;Coaching Program;138;5;690;Poland;Teachable;TikTok;3
8/20/2024;Parnell;Male;Content Calendar Pro;Coaching Program;56;4;224;Bosnia and Herzegovina;ClickFunnels;Organic Search;8
07/12/2024;Sarene;Female;Project Management Toolkit;Coaching Program;99;5;495;Venezuela;Shopify;YouTube;7
11/04/2024;Verne;Genderfluid;Productivity Booster Pack;Template;107;5;535;Portugal;Kajabi;Facebook Ads;10
1/21/2025;Wade;Male;Webinar: Launch Your First Course;Template;146;5;730;Morocco;Teachable;Paid Ads;6
10/08/2024;Raymond;Male;Masterclass: Digital Marketing;Template;59;3;177;Indonesia;Kajabi;Email;2
12/02/2024;Son;Male;Masterclass: Digital Marketing;Subscription;131;1;131;Zimbabwe;Direct;TikTok;5
07/08/2024;Nick;Male;Content Calendar Pro;Subscription;20;1;20;Greece;Shopify;Organic Search;9
6/21/2025;Lavena;Female;Productivity Booster Pack;Coaching Program;49;1;49;Kazakhstan;Direct;Email;9
7/16/2024;Petunia;Female;Project Management Toolkit;E-book;64;2;128;Ethiopia;Teachable;Affiliate;8
10/20/2024;Arnold;Male;Webinar: Launch Your First Course;Course;44;4;176;Brazil;Direct;Affiliate;5
2/26/2025;Maurine;Genderqueer;Notion Second Brain;Course;28;5;140;Costa Rica;ClickFunnels;Facebook Ads;9
3/19/2025;Tabatha;Female;Project Management Toolkit;Template;107;1;107;Argentina;Shopify;YouTube;2
8/23/2024;Louie;Male;Project Management Toolkit;Course;67;5;335;Portugal;Shopify;TikTok;6
07/05/2024;Jaquelin;Female;Habit Tracker for Creators;E-book;114;4;456;China;Direct;Instagram;7
11/08/2024;Lynde;Female;Webinar: Launch Your First Course;Course;19;1;19;Slovenia;Kajabi;Affiliate;8
3/22/2025;Derk;Male;Habit Tracker for Creators;Webinar;123;2;246;China;Gumroad;YouTube;4
06/06/2025;Nester;Male;Productivity Booster Pack;Course;102;3;306;China;Shopify;Organic Search;8
